145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 154.99999998067915 159.02964956098836 169.85153889116702 174.9999998425804 174.9959581011148 173.37968068376748 175.0 175.0 175.0 175.0 175.0 175.0 175.0 175.0 175.0 175.0 175.0 175.0 175.0 175.0 175.0 175.0 175.0 170.0 165.0 154.99998148958866 
145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 154.9888244218636 158.83650518187684 169.60811898851406 174.99929487788688 174.9663304131939 173.3420375505668 174.8331772859864 174.95366067420449 174.99931688115052 174.99937922804168 174.99976754660784 174.97987555095133 174.95399583573254 174.89503211354645 174.82818535738085 174.75090697940067 174.67138503873 174.56351854501762 174.38892604797104 174.191387834155 173.93420174346724 172.79909673885646 171.52225208890678 169.5469486980187 162.3214341262715 154.9999859358132 
145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 154.95577067441255 158.81729152855613 169.59422408610874 174.99921930678235 174.99922544407514 173.3813518851815 174.99958551115733 174.99929204300932 174.9995322182893 174.99957789490958 174.99975931066552 174.99893970303677 174.99689296152425 174.5542264041429 174.14107213298809 173.78102194407762 173.53112572242335 173.33328354480588 173.11241634958606 172.83984690426527 172.40076573941704 171.5986832877979 170.36727474369968 168.2510460827398 161.7783721240946 154.99992659899496 
145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 154.93615054675854 158.82079531323453 169.59069226118996 174.9977181870499 174.99515893564322 173.3738936066233 174.85463939514054 174.98416915957424 174.98223334642688 174.88119705579774 174.77471360142385 174.6822442946574 174.10341510829434 173.65831606202323 173.2688881282885 173.01360611782457 172.79694509482323 172.58398138108387 172.31958118132795 172.04111002896346 171.78881152144461 170.79188376360867 169.5139569306133 167.9689081392074 161.429856631697 154.9999915699469 
145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 154.99976488816944 158.82076031420763 169.61596248813555 174.9971148630541 174.98319088299843 173.35896849417793 174.9955720825626 174.9778823991673 174.938192162894 174.5776180595527 174.29242646074752 173.78984883993016 173.36363527927057 172.98184446198402 172.66083457267317 172.35207643200806 172.07881093055573 171.8762658328391 171.64586738482407 171.3650824054547 171.08334366425652 170.1266890353374 168.87429076034942 167.3225773621611 161.18694219904515 154.9999887655801 
145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 154.85800268670053 158.81389054354173 169.58431305451262 174.99571739158463 174.9825245668755 173.3598990273812 174.96927363259724 174.8232298388642 174.59821812709325 174.2717429138524 173.77562137261884 173.3730169049481 172.83423578828834 172.4002012225801 172.04239951660298 171.75586082704075 171.51166497717077 171.28035684577145 171.02841843074833 170.76010920901865 170.44445165373045 169.45724956954174 168.2675617839463 166.78268393180116 161.30393234568504 154.99992757732772 
145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 154.97998250200226 158.80584541171632 169.57552735420037 174.98539419661134 174.96998835109332 173.3467449209774 174.90069775642274 174.69207242525724 174.28138457421784 173.93511907050512 173.3546571954993 172.90466126462084 172.4138657557369 172.0408219746035 171.68305976565986 171.36641180725383 171.14518970289186 170.9411607968224 170.76302802039933 170.49142763472838 169.9185318734566 168.91557703863052 167.68624046325823 166.13082069675676 160.5986689207844 154.99997811807648 
145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 154.99996998932957 158.80397071642324 169.5760471461808 174.9845368578622 174.96894544963112 173.34570177248966 174.04311408665 174.3994612716485 174.02287158373136 173.69360125932926 173.11528188976632 172.5436608532914 172.1047814115497 171.6750024778894 171.33848798471172 171.02191986987657 170.74781843675822 170.54558961576706 170.3820908886549 170.12874748633357 169.52503569300134 168.52820916601922 167.3152609033249 165.84232622237082 160.39448206641526 154.9999154356503 
145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 154.99661366188562 158.76585080770684 169.56201570181278 174.96909093532759 174.92938947272853 173.29621825087528 174.34426073934696 173.96788192648123 173.63356643892993 173.0472507975732 172.55487828047117 172.14835470662743 171.6905867243547 171.27554306054301 170.9080160832502 170.63356013809297 170.31975164154707 170.03546968715224 169.7064300875347 169.40188513787194 169.0597475070173 168.3073196139066 166.93647408666968 165.2635575740837 160.2618450785219 154.99996329870925 
145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 154.97999210730075 158.76565304462784 169.56276953604788 174.96909448973096 174.92866564893117 173.2958936665062 174.10294643845793 173.68869362299668 173.33474919750995 172.68241690180662 172.16100233505912 171.72638576846833 171.28555152401785 170.87039854336962 170.50593307171206 170.23118738050346 169.9188921657532 169.641243687831 169.31510758109727 169.01137807660697 168.65936374603544 167.9200706113612 166.56494427260628 164.86778892367414 159.974819615925 154.99989931104477 
145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 154.97282420799354 158.7685043347567 169.56193449423606 174.9680006469766 174.9266522939616 173.29379770436913 173.81077086661122 173.4441738137548 173.04276172546938 172.36165622638433 171.80647264299026 171.34124986527684 170.9081994052621 170.4976576066717 170.13356720962435 169.85509653036857 169.5387954584848 169.2604106946313 168.9278870529 168.6166406086547 168.24904782555103 167.16234771559084 166.16269327145477 164.4834795061354 160.01438775300744 154.9999500660814 
145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 154.77257188442871 158.771663470698 169.5618202940866 174.96773224253914 174.92600567269417 173.29313227239714 173.2700798130905 173.2109002009188 172.76210716960404 172.5275517755846 171.49629110123655 171.03148380585202 170.59217607443713 170.18160937909605 169.8145241846066 169.53508009424178 169.13859496523986 168.9369956864759 168.59786462950763 168.27894836894774 167.83095770303606 166.80090144611137 165.61981788692958 164.15915783930106 159.58355230048718 154.99986268080355 
145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 145.0 154.9973619580278 158.80518888760554 169.5860389653538 174.99152497484346 174.97465494222206 173.35342975558632 173.30523767961017 172.8854824518481 172.392450813857 171.7346584170058 170.99974221972425 170.3707593232265 169.89981442005217 169.46789271957425 169.11666174006854 168.81186034657736 168.54060262766447 168.3695924043657 168.1481908994168 167.8518751122445 167.48109813883772 166.45000906818757 165.48007645208853 164.1756154304019 159.24459313425146 154.99998371777184 
